"PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"219741_x_at","ZNF552","zinc finger protein 552",-1.59295449026526,8.54693204421631,-18.9585561421221,3.02458658432988e-51,1.5900891490215e-48,105.953582446074
"219797_at","MGAT4A","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",-1.03018643690422,6.53267157495296,-11.6280436959487,1.57520332741373e-25,7.37365084985837e-24,47.1828434894634
"219956_at","GALNT6","polypeptide N-acetylgalactosaminyltransferase 6",-1.6339402514398,6.82209633704042,-8.95320670027619,6.21321097266941e-17,1.11672356979191e-15,27.5980194653275
"220168_at","DNAI7","dynein axonemal intermediate chain 7",-1.17420142528919,4.78463204353149,-17.8512226409011,2.38456448380825e-47,8.9914526311873e-45,97.0467787246699
"220173_at","BBOF1","basal body orientation factor 1",-1.23829283879571,8.16907824901486,-12.6464760340853,5.30513778392894e-29,3.58432367598028e-27,55.1112994825182
"220180_at","CCDC68","coiled-coil domain containing 68",-1.07200054195688,5.64441152342286,-13.6105809888612,2.37314544268086e-32,2.28436139222845e-30,62.7630106522778
"220338_at","RALGPS2","Ral GEF with PH domain and SH3 binding motif 2",-1.15470731814448,4.81158516864063,-14.3860224697058,4.48173267946882e-35,5.6985752151153e-33,68.9880018805601
"220391_at","ZBTB3","zinc finger and BTB domain containing 3",-1.03915367395194,5.79289664934846,-12.1120755271377,3.60440501692847e-27,2.03796116132951e-25,50.9275557688707
"220540_at","KCNK15","potassium two pore domain channel subfamily K member 15",-1.08009075184438,5.3629134560958,-13.5828648953422,2.96660719597366e-32,2.82577087874321e-30,62.541510871691
"220581_at","CCDC170","coiled-coil domain containing 170",-1.04982320482647,6.17695985391016,-21.6507444803156,1.48517747894899e-60,1.72770380130928e-57,127.220484590807
"220917_s_at","WDR19","WD repeat domain 19",-1.0705311721369,8.4120935419516,-11.702286017502,8.85122654372906e-26,4.24137433197534e-24,47.7541702992851
"221024_s_at","SLC2A10","solute carrier family 2 member 10",-1.37426699011269,10.0232783772126,-8.3402507417419,4.08944523377646e-15,5.77007530727039e-14,23.4682473068382
"221122_at","PLAAT2","phospholipase A and acyltransferase 2",-1.08496957035164,7.50237366862102,-14.5344755310077,1.34213377161006e-35,1.79416048808753e-33,70.1848847102969
"221276_s_at","SYNC","syncoilin, intermediate filament protein",-1.04135800585311,7.51188629220214,-8.62219787394573,6.07916134313615e-16,9.59521207956031e-15,25.3475303745617
"221584_s_at","KCNMA1","potassium calcium-activated channel subfamily M alpha 1",-1.26681779208028,9.91425539938257,-7.56559454161041,6.36938554443585e-13,6.51170820198261e-12,18.4993808194012
"221667_s_at","HSPB8","heat shock protein family B (small) member 8",-1.0784145555523,9.00499783096444,-5.51405444164332,8.31907439571107e-08,3.88756745799575e-07,6.98364725828838
"221823_at","MACIR","macrophage immunometabolism regulator",-1.1191394884526,9.13746044269986,-8.94031045664948,6.79626519488116e-17,1.21314332200499e-15,27.5094804236405
"221974_at","IPW","imprinted in Prader-Willi syndrome",-1.20824879913383,5.74355470319462,-7.99622885029038,3.98766613432074e-14,4.84824651754473e-13,21.2250455249495
"222043_at","CLU","clusterin",-1.03150695227769,8.68873217999717,-4.19659402982804,3.70045535542923e-05,0.000108945343039197,1.11818820498809
"222108_at","AMIGO2","adhesion molecule with Ig like domain 2",-1.34572029635842,10.2008847059042,-7.26544376794031,4.15539872939773e-12,3.75283160769443e-11,16.6571708125381
"222275_at","MRPS30","mitochondrial ribosomal protein S30",-1.00621707498529,8.16610823946457,-6.75745970548955,8.88503414265752e-11,6.61387667460586e-10,13.6546544078249
"222587_s_at","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7",-1.05023900918605,8.32504808018829,-7.08489062536376,1.25459872523537e-11,1.05167763140686e-10,15.5729568636751
"222722_at","OGN","osteoglycin",-1.43131171813631,7.97079754310559,-4.42690336559114,1.398228914161e-05,4.44647041713213e-05,2.04601640282898
"222835_at","THSD4","thrombospondin type 1 domain containing 4",-2.58601518989102,9.52881086616647,-12.4065640563271,3.54565302071715e-28,2.20795647958668e-26,53.2271993195175
"222904_s_at","TMC5","transmembrane channel like 5",-1.71414189137013,6.12663898294299,-10.1387650132047,1.25553491997746e-20,3.52213297843857e-19,36.0057051731491
"222925_at","DCDC2","doublecortin domain containing 2",-1.27729038195468,5.68624158835006,-9.09016282266099,2.38708970268139e-17,4.50203965140066e-16,28.5424549428687
"223044_at","SLC40A1","solute carrier family 40 member 1",-1.41893722774343,10.9647867815264,-6.69625558186973,1.27236400340785e-10,9.25578790398138e-10,13.3031343510753
"223089_at","VEZT","vezatin, adherens junctions transmembrane protein",-1.09443041293939,7.87553565517041,-9.64030838133306,4.76581230306104e-19,1.10504999011816e-17,32.4093080027167
"223122_s_at","SFRP2","secreted frizzled related protein 2",-1.06343922678561,12.0554126792584,-4.89068838540955,1.74440864488229e-06,6.49299085430862e-06,4.04256513550163
"223126_s_at","C1orf21","chromosome 1 open reading frame 21",-1.1694164569535,8.87242684646458,-8.34781174093671,3.88743235863088e-15,5.49923322660138e-14,23.5181745635704
"223204_at","GASK1B","golgi associated kinase 1B",-1.2456497923106,10.7803896135549,-8.03787972336955,3.03561764899325e-14,3.7533332193285e-13,21.4936106704634
"223261_at","POLK","DNA polymerase kappa",-1.22746151967586,6.95987646094627,-12.1956579761791,1.86912488506283e-27,1.08142225492921e-25,51.5787060850307
"223282_at","TSHZ1","teashirt zinc finger homeobox 1",-1.00007861747999,9.2838659514912,-8.84676515800251,1.30006268690176e-16,2.23524928950798e-15,26.8692999240264
"223315_at","NTN4","netrin 4",-1.37155752655586,9.28075105666622,-5.80313397598594,1.85208017792727e-08,9.62845713874424e-08,8.44265161617633
"223343_at","MS4A7","membrane spanning 4-domains A7",-1.13806277738844,9.48690389854627,-6.49818768408901,4.00614909090554e-10,2.70481849277921e-09,12.1812292158281
"223395_at","ABI3BP","ABI family member 3 binding protein",-1.07350358427277,8.55127867208563,-3.77114737624174,0.000200410771496192,0.000514676323699121,-0.480657349797132
"223423_at","GPR160","G protein-coupled receptor 160",-2.08958438853167,9.01088187345663,-10.2917527899377,4.04822072647804e-21,1.19383208317253e-19,37.1256808336707
"223535_at","NUDT12","nudix hydrolase 12",-1.42649050957411,6.24689994946824,-12.0252023017412,7.12336761897409e-27,3.91034261613864e-25,50.252118141929
"223551_at","PKIB","cAMP-dependent protein kinase inhibitor beta",-1.11574042378265,8.27907804146274,-5.28336242829465,2.64849255917502e-07,1.13841454931521e-06,5.86188742964277
"223864_at","ANKRD30A","ankyrin repeat domain 30A",-2.4643180937236,6.31754553879187,-15.1768210323842,7.18315263773738e-38,1.19373516859663e-35,75.377140173666
"223878_at","INPP4B","inositol polyphosphate-4-phosphatase type II B",-2.02710517196386,5.31547287590973,-16.9442563284665,3.86523951331719e-44,1.07822433872764e-41,89.7091321893108
"224146_s_at","ABCC11","ATP binding cassette subfamily C member 11",-2.4816445063315,6.5249758922823,-13.4963195178755,5.95293852446654e-32,5.53532166369401e-30,61.8503745091103
"224358_s_at","MS4A7","membrane spanning 4-domains A7",-1.32955895217519,6.01693439904982,-19.1356646562034,7.25133304900467e-52,4.12986077556594e-49,107.371101844612
"224516_s_at","CXXC5","CXXC finger protein 5",-1.39541748285112,10.4515876414822,-10.0322702230562,2.74895971531923e-20,7.40390997217137e-19,35.2304335724125
"224525_s_at","OLA1","Obg like ATPase 1",-1.02461500483356,6.33126796518268,-11.8361845127063,3.12105700136358e-26,1.58443631893736e-24,48.787449828784
"224925_at","PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",-1.22913551956245,9.22769194930657,-10.6252786005893,3.35210649408341e-22,1.10741040824176e-20,39.5916359229907
"224989_at","SMIM14","small integral membrane protein 14",-1.45980673938589,7.35133538012822,-8.75459161785772,2.45479966646949e-16,4.06223280158049e-15,26.2420853318034
"224990_at","SMIM14","small integral membrane protein 14",-1.0785534792317,9.59374383312103,-9.87546167572154,8.65893206384444e-20,2.19789744935327e-18,34.09558853318
"225028_at","NBDY","negative regulator of P-body association",-1.05720603030496,5.67247335086211,-9.94703056436293,5.13408385879423e-20,1.33924635009339e-18,34.6125368011824
"225092_at","RABEP1","rabaptin, RAB GTPase binding effector protein 1",-1.06544446665287,10.2077289152452,-7.95379648320679,5.26070938619347e-14,6.291104236442e-13,20.952316921151
"225102_at","MGLL","monoglyceride lipase",-1.01061679844957,9.76296378783331,-7.26856711310563,4.07608794262557e-12,3.68668500021593e-11,16.6760872214596
"225207_at","PDK4","pyruvate dehydrogenase kinase 4",-1.0501488992558,9.65609987131699,-3.77080109518717,0.000200674826594401,0.000515257638022395,-0.481896638449368
"225330_at","IGF1R","insulin like growth factor 1 receptor",-1.18251311823501,9.55173475904103,-6.79451162794365,7.14148828215401e-11,5.38343956744479e-10,13.868553969848
"225379_at","MAPT","microtubule associated protein tau",-1.59695561902637,7.87659646903606,-18.5265321340459,9.93953995527132e-50,4.60546056825813e-47,102.487073339931
"225516_at","SLC7A2","solute carrier family 7 member 2",-2.02098499120275,9.72481997775772,-8.68810734310165,3.87421638632028e-16,6.24477538095699e-15,25.7919208035139
"225544_at","TBX3","T-box transcription factor 3",-1.05407690944416,9.17848736543053,-8.96894684065369,5.56842903365565e-17,1.00879343079895e-15,27.7061754684505
"225735_at","ANKRD50","ankyrin repeat domain containing 50",-1.07774735017299,8.56986188638679,-8.66142144676807,4.65050279139145e-16,7.41300991601538e-15,25.6117657005033
"225895_at","SYNPO2","synaptopodin 2",-1.32407882887181,8.43616986257415,-5.81987599311096,1.6948615766509e-08,8.8684617382896e-08,8.52892699439078
"225911_at","NPNT","nephronectin",-1.01703370067166,8.89760602910693,-4.64428988953652,5.37713528619258e-06,1.84011311117593e-05,2.96084353339947
"225912_at","TP53INP1","tumor protein p53 inducible nuclear protein 1",-1.05859423104483,10.8782738424162,-9.71904145183666,2.69803959958882e-19,6.42488306217415e-18,32.9717733482959
"225915_at","CAB39L","calcium binding protein 39 like",-1.22140894854674,8.55088136385735,-7.18004227794438,7.02366029476099e-12,6.11689433921722e-11,16.1420493143583
"225987_at","STEAP4","STEAP4 metalloreductase",-1.12140329721203,9.05508141230158,-4.02031569279214,7.58117967394677e-05,0.000210556232181774,0.437377997824806
"225996_at","LONRF2","LON peptidase N-terminal domain and ring finger 2",-1.37981616367424,7.05656751085738,-6.94263792225322,2.95865478965307e-11,2.35259526795057e-10,14.7318341984522
"226030_at","ACADSB","acyl-CoA dehydrogenase short/branched chain",-1.72467178643403,8.42915452265654,-11.2380323359613,3.19149376269171e-24,1.2992920437466e-22,44.2013533284181
"226034_at","DUSP4","dual specificity phosphatase 4",-1.75518130203467,8.65276586384166,-10.6093712168614,3.77771504340264e-22,1.2390316136655e-20,39.4732949239969
"226045_at","FRS2","fibroblast growth factor receptor substrate 2",-1.24216442002424,8.11867241637601,-10.1832811093575,9.03881892206938e-21,2.57260502115639e-19,36.3308437067115
"226086_at","SYT13","synaptotagmin 13",-1.44893949771205,8.3177631664867,-6.51544307738873,3.62857411847569e-10,2.46673692339582e-09,12.2780041141032
"226120_at","TTC8","tetratricopeptide repeat domain 8",-1.35762213156762,8.18815918349138,-12.12233079721,3.32559900543548e-27,1.89009486093747e-25,51.0073817992828
"226185_at","CDS1","CDP-diacylglycerol synthase 1",-1.00574102311496,9.67165554928836,-6.88243834358796,4.23916406004585e-11,3.30118636922101e-10,14.3794278043478
"226192_at","AR","androgen receptor",-2.12435565933223,9.42610534320699,-9.00257417976353,4.40486176917512e-17,8.08723678549879e-16,27.9375788676555
"226197_at","AR","androgen receptor",-1.97360199842128,9.70467817211785,-9.30509490279972,5.24276154929547e-18,1.07681437906735e-16,30.0395741263372
"226231_at","PAWR","pro-apoptotic WT1 regulator",-1.10835611691564,6.22690739205284,-11.3035180299149,1.93028476909752e-24,8.04407924926881e-23,44.6995492682526
"226248_s_at","ELAPOR1","endosome-lysosome associated apoptosis and autophagy regulator 1",-1.26052897128849,10.4521941851478,-4.8594673282541,2.01682994242354e-06,7.427601852486e-06,3.90290626080379
"226302_at","ATP8B1","ATPase phospholipid transporting 8B1",-1.24006934586904,9.74179893281437,-9.10749630505343,2.11379099402496e-17,4.02969046716579e-16,28.6625214064976
"226303_at","PGM5","phosphoglucomutase 5",-1.1557252989598,6.62998959960612,-9.17024795598926,1.35977944482305e-17,2.65521218377501e-16,29.0981860873967
"226455_at","CREB3L4","cAMP responsive element binding protein 3 like 4",-1.03113126248663,9.49978918082512,-7.30244421123939,3.30614666576688e-12,3.03294578776517e-11,16.881609836386
"226506_at","THSD4","thrombospondin type 1 domain containing 4",-1.33937806368616,8.34792680932746,-10.8800735653076,4.89583490259682e-23,1.76569771305726e-21,41.4966083273612
"226534_at","KITLG","KIT ligand",-1.16047056294172,10.1740295850727,-6.95337921178685,2.77416717132108e-11,2.21783287164761e-10,14.7949365826949
"226597_at","REEP6","receptor accessory protein 6",-1.22611733738727,8.03070168112874,-6.23455081871101,1.77734546317999e-09,1.09186924943108e-08,10.7260410478686
"226752_at","FAM174A","family with sequence similarity 174 member A",-1.10960803924682,9.06344236664957,-10.8894928351372,4.55826145219982e-23,1.64939076703524e-21,41.5673644564805
"226806_s_at","NFIA","nuclear factor I A",-1.19077768262145,10.1170216407508,-6.59413152533095,2.30517884333961e-10,1.61109105534441e-09,12.7216631754171
"226863_at","FAM110C","family with sequence similarity 110 member C",-1.48095903311557,7.5890490713963,-6.88089930338233,4.27820397566312e-11,3.32969113693069e-10,14.3704462505147
"226939_at","CPEB2","cytoplasmic polyadenylation element binding protein 2",-1.13789018093131,8.98463829395755,-8.73590882836913,2.79115570363349e-16,4.58277591880364e-15,26.1153931047983
"226961_at","PRR15","proline rich 15",-1.59193169257084,6.77838616819068,-9.93638583874453,5.54972353677705e-20,1.4387441174646e-18,34.5355413317658
"226974_at","NEDD4L","NEDD4 like E3 ubiquitin protein ligase",-1.00966619496707,7.26209649445293,-7.20531583453631,6.01565594126896e-12,5.30115736185625e-11,16.2940680375241
"227052_at","SMIM14","small integral membrane protein 14",-1.13670066515533,10.9573994823921,-10.3444508613389,2.73675992730654e-21,8.24420655787798e-20,37.5131285843001
"227061_at","CCDC80","coiled-coil domain containing 80",-1.02003620967789,8.51596421376213,-3.99583063684871,8.35924532076266e-05,0.000230062286274388,0.344853314569968
"227081_at","DNALI1","dynein axonemal light intermediate chain 1",-2.77097731472954,6.4049180128567,-16.0498946125419,5.75589971138171e-41,1.24388860363555e-38,82.4553076181428
"227191_at","ITFG1","integrin alpha FG-GAP repeat containing 1",-1.08615988682242,6.1968882521981,-11.5696398711464,2.47695011887207e-25,1.12896850098515e-23,46.7342210476304
"227198_at","AFF3","AF4/FMR2 family member 3",-2.2687709324718,7.23385278936347,-8.87358626235386,1.07982749956984e-16,1.87904419283835e-15,27.0524799599458
"227224_at","RALGPS2","Ral GEF with PH domain and SH3 binding motif 2",-1.2007916047766,8.58892731304599,-8.64489186604851,5.2067162382086e-16,8.27309533054505e-15,25.5003301378482
"227282_at","PCDH19","protocadherin 19",-1.33881526684965,7.29502975490631,-10.2727828369367,4.65996258475472e-21,1.3661311223671e-19,36.986415754126
"227306_at","ACER2","alkaline ceramidase 2",-1.07087842372443,6.67532340621682,-9.43803799319828,2.03531613654441e-18,4.37424959770305e-17,30.9744447993559
"227425_at","REPS2","RALBP1 associated Eps domain containing 2",-1.45816686634884,7.86027080670815,-9.09281672819499,2.34307856265345e-17,4.42819980688134e-16,28.5608304118649
"227439_at","ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B",-1.52214964183159,6.5652167843894,-18.416968324308,2.41430285990062e-49,1.09092569309972e-46,101.606112242859
"227522_at","CMBL","carboxymethylenebutenolidase homolog",-1.65067035586133,9.14238460944628,-8.89603832966872,9.24226183317544e-17,1.62378105954006e-15,27.2060508888269
"227529_s_at","AKAP12","A-kinase anchoring protein 12",-1.27079931077854,6.01345252034765,-6.25800851774283,1.55938562167688e-09,9.65727642894838e-09,10.8537186678792
"227550_at","GFRA1","GDNF family receptor alpha 1",-1.91116165389104,8.98370545364466,-8.24702599054462,7.62110790505811e-15,1.03241842098378e-13,22.8548371209677
"227600_at","MRPS30","mitochondrial ribosomal protein S30",-1.07348079181034,7.91246980031082,-6.53448205057317,3.25245288809845e-10,2.22669144583373e-09,12.3849971660872
"227623_at","CACNA2D1","calcium voltage-gated channel auxiliary subunit alpha2delta 1",-1.04239760800056,7.65579221861613,-5.72520033205781,2.79213448968615e-08,1.41077491196368e-07,8.04358038959791
"227629_at","PRLR","prolactin receptor",-1.42719235782037,10.036006288217,-7.46799569334836,1.17814349855314e-12,1.15480451386506e-11,17.8950137158279
"227662_at","SYNPO2","synaptopodin 2",-1.54163688223177,8.54421668921301,-5.66627119152746,3.79817272537314e-08,1.87813234837457e-07,7.74461745461649
"227705_at","TCEAL7","transcription elongation factor A like 7",-1.19618674966476,6.15479380193677,-7.11634776990155,1.03622028059429e-11,8.80835569674948e-11,15.7605299770589
"227742_at","CLIC6","chloride intracellular channel 6",-1.2263147254561,8.11845048466768,-5.09238419095307,6.7162299939208e-07,2.6876225932637e-06,4.96264691960844
"227758_at","RERG","RAS like estrogen regulated growth inhibitor",-1.03081055504788,9.22207086922087,-4.98663422907374,1.1118625762736e-06,4.28317384328607e-06,4.47640680242301
"227803_at","ENPP5","ectonucleotide pyrophosphatase/phosphodiesterase family member 5",-1.79006007944255,7.63576536544243,-8.55286850881679,9.74520091873131e-16,1.49123666451619e-14,24.882130420546
"227856_at","FAM241A","family with sequence similarity 241 member A",-1.6884790793496,9.82408951167614,-8.96138296620593,5.86954023872068e-17,1.05948204870272e-15,27.6541888104005
"227929_at","LIN7A","lin-7 homolog A, crumbs cell polarity complex component",-2.04050504928569,7.29214677152415,-12.5424824585995,1.20998022380734e-28,7.87567484960313e-27,54.2934919727256
"227971_at","NRK","Nik related kinase",-1.84531352116854,5.88674928032563,-11.2504758600025,2.90089516960881e-24,1.18451414039105e-22,44.2959421896441
"228003_at","RAB30","RAB30, member RAS oncogene family",-1.02990020572673,8.11286369860569,-7.89101833859388,7.91362132974274e-14,9.17855846847018e-13,20.5504535559712
"228044_at","SERP2","stress associated endoplasmic reticulum protein family member 2",-1.02987256137321,6.68053739596853,-13.2382433807791,4.72745117643952e-31,3.97651373956662e-29,59.7942976198718
"228058_at","ZG16B","zymogen granule protein 16B",-1.40482203008578,8.69805940745908,-6.81779683994866,6.22287828757508e-11,4.72812493570271e-10,14.0033989208179
"228241_at","AGR3","anterior gradient 3, protein disulphide isomerase family member",-4.72514432038726,6.57024412926451,-15.4090098185786,1.08031560257189e-38,1.8992365135247e-36,77.2579877259808
"228335_at","CLDN11","claudin 11",-1.23514732940876,6.98371592902309,-4.79463138136432,2.7199068476981e-06,9.78296867955354e-06,3.61527257125225
"228341_at","NUDT16","nudix hydrolase 16",-1.39110208137121,5.66016410782893,-17.3307354183602,1.65181937129142e-45,5.25076884449759e-43,92.839285438018
"228347_at","SIX1","SIX homeobox 1",-1.08174398424465,8.44701552783517,-5.44961247520853,1.15389725252537e-07,5.26578184473958e-07,6.66643520146146
"228390_at","RAB30","RAB30, member RAS oncogene family",-1.85827581544679,8.49958832790672,-10.2976379413323,3.8751963530361e-21,1.1446588903417e-19,37.168908060647
"228423_at","MAP9","microtubule associated protein 9",-1.24734881793801,7.82133522592663,-9.13797603140645,1.70640898060699e-17,3.28629485786148e-16,28.8739386395819
"228504_at","SCN7A","sodium voltage-gated channel alpha subunit 7",-1.36783906882355,5.58549603799426,-12.1203150168939,3.37864842596338e-27,1.91427567553936e-25,50.9916896502426
"228554_at","PGR","progesterone receptor",-3.26371608692989,7.31854762564998,-13.3587207603489,1.79857292889112e-31,1.58138539283534e-29,60.7531941903379
"228624_at","TMEM144","transmembrane protein 144",-1.22912461405922,8.93116964844947,-10.352961231079,2.56888833937931e-21,7.75988784284882e-20,37.575777163294
"228640_at","PCDH7","protocadherin 7",-1.18379285959379,7.95307354368434,-5.63597924133245,4.44505742653213e-08,2.17440739729484e-07,7.59188096484979
"228648_at","LRG1","leucine rich alpha-2-glycoprotein 1",-1.20980770748278,7.7727215245417,-8.05366116241495,2.73693912908385e-14,3.41103594444174e-13,21.5955906317266
"228692_at","PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",-1.13609330951788,5.74933444983928,-6.83827714302206,5.51169238112892e-11,4.21353161267092e-10,14.1222675813755
"228708_at","RAB27B","RAB27B, member RAS oncogene family",-2.10654053192517,10.0167481441865,-10.4794096632222,1.00046176132144e-21,3.14912186529935e-20,38.5091516160654
"228716_at","THRB","thyroid hormone receptor beta",-1.25726995398337,8.37647815088629,-6.84603430591782,5.26374080634245e-11,4.03866164168922e-10,14.1673555994295
"228750_at","COL14A1","collagen type XIV alpha 1 chain",-1.38900470065306,7.27058235238502,-4.76693257360192,3.08769062533077e-06,1.10116420937943e-05,3.49338038926262
"228766_at","CD36","CD36 molecule",-1.04079210926811,8.85103534124492,-3.08293402139279,0.00226600291176822,0.00471240003046393,-2.73820799270133
"228850_s_at","SLIT2","slit guidance ligand 2",-1.07782354903717,7.23557971885223,-7.173941630883,7.29090343771643e-12,6.33752218532823e-11,16.1054081743368
"228915_at","DACH1","dachshund family transcription factor 1",-3.46288572492634,7.18340090159181,-14.1944305161045,2.12004945206706e-34,2.54196718841593e-32,67.4454832857947
"228935_at","SLC4A8","solute carrier family 4 member 8",-1.40972335385374,6.06440131863415,-15.4989283437782,5.18508882587896e-39,9.38724276671961e-37,77.9867690254914
"228969_at","AGR2","anterior gradient 2, protein disulphide isomerase family member",-3.08730463715862,6.98343023913894,-16.6919453006052,3.03310421567869e-43,7.89690347582058e-41,87.6636972205342
"228971_at","SLC25A3","solute carrier family 25 member 3",-1.28561897146075,7.90980073074787,-13.6142351952278,2.30431304547383e-32,2.22988169488994e-30,62.7922199372478
"229004_at","ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif 15",-1.66569791233122,7.59501521979155,-8.78298052557929,2.01908811603505e-16,3.37285801235002e-15,26.4348812658547
"229019_at","ZNF385B","zinc finger protein 385B",-1.04630837583641,5.79344062352396,-7.78132482235495,1.60779513202989e-13,1.79657058744603e-12,19.8530126288113
"229053_at","SYT17","synaptotagmin 17",-2.12000883838984,7.4169409672052,-10.4226335204503,1.52874680495478e-21,4.69574334611813e-20,38.0894774917486
"229072_at","RAB30","RAB30, member RAS oncogene family",-1.63292861706013,8.36658092279446,-9.02332378754422,3.81083469675154e-17,7.04386027873194e-16,28.0805941342754
"229084_at","CNTN4","contactin 4",-1.01598699025462,7.21692946693847,-6.42904642672023,5.94574856143881e-10,3.90631822394457e-09,11.7953277196157
"229088_at","ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1",-1.23945112975039,7.78906958149051,-8.76256580406575,2.32377478453442e-16,3.85591460832837e-15,26.2962053821982
"229158_at","WNK4","WNK lysine deficient protein kinase 4",-1.25095523374493,6.62510263700329,-10.9469466936282,2.94667148868039e-23,1.08784107794464e-21,41.9994489085228
"229160_at","PWWP3B","PWWP domain containing 3B",-1.99065440316715,6.08202832573229,-12.4643015715338,2.2464971920934e-28,1.43155284356301e-26,53.6797917010056
"229222_at","ACSS3","acyl-CoA synthetase short chain family member 3",-1.13823418666973,7.68247270637387,-6.61406222584059,2.05373745611743e-10,1.4471980334221e-09,12.8346427339192
"229245_at","PLEKHA6","pleckstrin homology domain containing A6",-1.3208189188426,7.17873263864943,-9.89568107323346,7.47146676154273e-20,1.90444030390372e-18,34.2414620316432
"229266_at","SHISA6","shisa family member 6",-1.0007562806961,5.02580439720838,-10.3798809915736,2.10244464889149e-21,6.39683701603464e-20,37.7740880364285
"229283_at","PDCD6P1","PDCD6 pseudogene 1",-1.14107518490579,5.78104386621969,-19.874420202831,1.92273311442805e-54,1.34776196194043e-51,113.258772968539
"229308_at","ANKRD29","ankyrin repeat domain 29",-1.14596244693109,5.44175478522327,-8.86298259402982,1.16208658213e-16,2.01190245839031e-15,26.9800242646789
"229331_at","SPATA18","spermatogenesis associated 18",-1.07750470943961,6.74983287711809,-7.01013650141056,1.97203272628748e-11,1.6092670046234e-10,15.1294863920729
"229381_at","SRARP","steroid receptor associated and regulated protein",-1.22225509602068,7.46469311316886,-12.9740571404249,3.91131356401349e-30,2.96192616499221e-28,57.6978110248
"229461_x_at","NEGR1","neuronal growth regulator 1",-1.46263514374455,6.21821689871574,-7.26777768209554,4.09599181225201e-12,3.70287178929965e-11,16.6713055540955
"229476_s_at","THRSP","thyroid hormone responsive",-1.63754662947588,7.69127256319933,-5.90671853705331,1.06663744459155e-08,5.76952931173751e-08,8.97951683158847
"229477_at","THRSP","thyroid hormone responsive",-1.28795202101394,7.14175538755303,-6.39353608377182,7.27422800548363e-10,4.72630322281423e-09,11.598301797942
"229554_at","LUM","lumican",-1.09620368041671,9.15000183537959,-5.98097911337723,7.15065655758545e-09,3.97198158372432e-08,9.36887656002202
"229573_at","USP9X","ubiquitin specific peptidase 9 X-linked",-1.11017820303485,8.27490649218303,-12.4189120382564,3.216102368481e-28,2.00731046799884e-26,53.3239467459983
"229580_at","CLSTN2","calsyntenin 2",-2.8436761408002,8.1905250478774,-11.2352971610485,3.25915898925333e-24,1.32388200399276e-22,44.1805669515002
"229620_at","SELENOP","selenoprotein P",-1.24187709527602,5.46745491064349,-9.88586110967151,8.02646659988799e-20,2.04020019223094e-18,34.1705984945295
"229623_at","TMEM150C","transmembrane protein 150C",-1.67176223550183,8.73468267431032,-8.27809694378426,6.19585570681203e-15,8.5394104050907e-14,23.0588316623697
"229705_at","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3",-1.06309182386957,6.94920433170586,-9.79733962730027,1.5290455010735e-19,3.74722379073033e-18,33.5332690268461
"229764_at","TPRG1","tumor protein p63 regulated 1",-1.76978177223634,6.69339018009765,-8.42571851020248,2.30313908296284e-15,3.35529254892069e-14,24.0341392710864
"229816_at","DNAI4","dynein axonemal intermediate chain 4",-1.04404721848963,5.88531807255909,-10.0968493023924,1.70988652076267e-20,4.70735375240177e-19,35.7001308546426
"229839_at","SCARA5","scavenger receptor class A member 5",-1.93044128337652,6.18337148530633,-7.99624684195111,3.98719698150319e-14,4.84824651754473e-13,21.2251613519471
"229905_at","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1",-1.01381640926503,9.1801735919624,-8.30980920212358,5.0134047226488e-15,6.99969109322837e-14,23.267500886107
"229942_at","BNC2","basonuclin 2",-1.08413144329931,7.33394477769536,-10.3042784460107,3.68878254198302e-21,1.0919555250835e-19,37.2176960877429
"229964_at","C9orf152","chromosome 9 open reading frame 152",-1.75000068786324,6.53479886223368,-8.751745898741,2.50330961190147e-16,4.1400016040748e-15,26.2227782573982
"230130_at","SLIT2","slit guidance ligand 2",-1.07180345276305,8.56786318753488,-5.7237700520113,2.81314298806e-08,1.42099586910736e-07,8.03629563165228
"230147_at","F2RL2","coagulation factor II thrombin receptor like 2",-1.60636762954522,7.71592618225288,-8.17905468342458,1.19688974239273e-14,1.57610661525343e-13,22.4101577851554
"230163_at","GFRA1","GDNF family receptor alpha 1",-2.44354616176203,7.02180834511858,-13.810200414453,4.74480505521111e-33,4.9602718239707e-31,64.3605505589547
"230174_at","LYPLAL1","lysophospholipase like 1",-1.06277977476975,8.40115479663307,-12.1210628491529,3.3588699344424e-27,1.90504371022446e-25,50.9975111782971
"230211_at","TRIP11","thyroid hormone receptor interactor 11",-1.07755032080548,5.36649040402618,-13.0494048635838,2.14276358219739e-30,1.67365141223775e-28,58.2948359863608
